ID,lat,lon,workload,conn
699,31.219656,121.49234,119,6
700,31.219945,121.285654,9155,5
701,31.220133,121.471187,990,6
702,31.220416,121.529149,7273,4
703,31.220434,121.408625,4664,3
704,31.220745,121.438858,173,5
705,31.221001,121.731159,6043,5
706,31.221201,121.497347,2077,6
707,31.221319,121.166272,372,7
708,31.221325,121.448881,6809,5
709,31.22135,121.391319,7967,3
710,31.221662,121.539905,5986,9
711,31.221705,121.642288,4476,3
712,31.221876,121.687381,5949,3
713,31.222168,121.378951,3572,4
714,31.222272,121.438997,623,15
715,31.22255,121.440445,4541,5
716,31.222609,121.378494,177,8
717,31.22278,121.450373,1781,3
718,31.223017,121.465143,1052,2
719,31.223114,121.522857,2810,3
720,31.223134,121.43817,20,0
721,31.223297,121.430839,720,3
722,31.223367,121.46595,56,1
723,31.223446,121.432052,153,2
724,31.223665,121.458791,9804,3
725,31.223981,121.478274,3842,4
726,31.224117,121.4732,3242,3
727,31.224154,121.43807,2126,4
728,31.224373,121.364172,7093,6
729,31.224391,121.489143,0,0
730,31.224487,121.452917,333,3
731,31.22455,121.4825,1346,4
732,31.224718,121.344451,4409,4
733,31.224758,121.446392,63,14
734,31.224855,121.480154,318,2
735,31.225207,121.452948,3748,5
736,31.22527,121.4443,9566,11
737,31.225318,121.437806,1322,7
738,31.225653,121.480878,108,14
739,31.225675,121.364645,167,2
740,31.225831,121.412695,4095,5
741,31.22626,121.551311,7,0
742,31.22656,121.4835,1115,1
743,31.226676,121.555069,900,3
744,31.226966,121.53174,10985,9
745,31.22714,121.391029,6749,3
746,31.227165,121.480195,4532,3
747,31.227254,121.402789,1348,5
748,31.227666,121.431017,1157,4
749,31.227795,121.254172,5181,3
750,31.227933,121.45361,5579,6
751,31.228017,121.444777,5062,4
752,31.228282,121.556676,536,1
753,31.228627,121.480756,3377,1
754,31.228726,121.482748,6359,3
755,31.228847,121.338653,6952,3
756,31.228906,121.451142,209,12
757,31.228956,121.481687,45,0
758,31.22903,121.3909,304,1
759,31.229071,121.452449,3296,5
760,31.229148,121.495962,1,0
761,31.229191,121.453189,249,2
762,31.229334,121.368291,7135,5
763,31.22978,121.540987,4,0
764,31.229998,121.538807,1,0
765,31.230201,121.308739,3279,4
766,31.230287,121.557116,11186,11
767,31.230395,121.46599,6464,4
768,31.23041,121.5344,132,4
769,31.230519,121.520449,4,0
770,31.230748,121.485488,3164,2
771,31.23095,121.537305,4,0
772,31.231035,121.555602,158,1
773,31.231119,121.484436,644,2
774,31.231328,121.487479,165,3
775,31.231369,121.403139,4,0
776,31.231468,121.537215,2466,5
777,31.231585,121.517218,1855,6
778,31.231687,121.32576,8127,8
779,31.231749,121.486203,179,1
780,31.232002,121.359292,1697,5
781,31.232268,121.541982,464,1
782,31.232407,121.652986,4509,4
783,31.232527,121.530359,193,3
784,31.232639,121.705254,11188,5
785,31.232729,121.566935,9485,9
786,31.232853,121.486408,844,4
787,31.232877,121.48753,5771,5
788,31.232971,121.47882,7,0
789,31.23301,121.5238,194,3
790,31.233051,121.455285,1774,2
791,31.233107,121.417598,162,3
792,31.233151,121.530498,1464,2
793,31.233201,121.469528,8647,6
794,31.233431,121.471698,10,0
795,31.233516,121.491431,2643,5
796,31.233629,121.532011,3635,4
797,31.233645,121.53018,249,3
798,31.233674,121.498294,8771,5
799,31.233708,121.454373,1330,1
800,31.233973,121.41641,7269,6
801,31.233984,121.524823,9,0
802,31.234093,121.475011,22,0
803,31.234168,121.473173,96,3
804,31.234225,121.525481,43,0
805,31.23423,121.436418,290,2
806,31.234259,121.52572,9378,6
807,31.234496,121.521516,1816,3
808,31.234528,121.528657,120,3
809,31.234688,121.502656,203,5
810,31.234737,121.513936,483,3
811,31.234787,121.498324,272,6
812,31.234835,121.527767,180,2
813,31.234885,121.529933,30,0
814,31.234916,121.447878,8,0
815,31.235072,121.518805,4031,4
816,31.235177,121.451385,1561,3
817,31.235309,121.529189,225,2
818,31.23537,121.522706,2073,4
819,31.23543,121.447652,6099,3
820,31.235454,121.172523,5475,1
821,31.2355,121.4026,152,1
822,31.235554,121.479641,34,0
823,31.235682,121.487831,3243,3
824,31.235908,121.57067,950,1
825,31.23593,121.4497,11540,11
826,31.236009,121.478941,6729,4
827,31.236104,121.375177,6287,4
828,31.236173,121.466734,924,1
829,31.236197,121.485283,2240,1
830,31.23634,121.4909,359,1
831,31.236381,121.484201,2220,6
832,31.236431,121.460781,1,0
833,31.236576,121.465894,581,4
834,31.236728,121.42407,5729,3
835,31.236743,121.36086,2569,2
836,31.236842,121.433815,150,2
837,31.236862,121.355595,3492,3
838,31.236926,121.454604,270,8
839,31.236991,121.441554,2707,4
840,31.237221,121.467334,282,3
841,31.237596,121.488614,454,2
842,31.237667,121.434224,83,1
843,31.237789,121.461058,479,5
844,31.237872,121.470259,5206,5
845,31.237944,121.693732,2877,4
846,31.237961,121.477253,667,2
847,31.238385,121.521449,50,2
848,31.238453,121.377045,57,3
849,31.238561,121.455041,2362,3
850,31.238616,121.477514,124,5
851,31.238774,121.496149,300,2
852,31.238815,121.559352,4670,2
853,31.238943,121.498554,149,1
854,31.23909,121.474138,2472,4
855,31.239149,121.488022,494,2
856,31.239319,121.265377,6267,4
857,31.239454,121.46057,2561,5
858,31.239492,121.486003,421,2
859,31.239655,121.478097,7867,5
860,31.23973,121.1395,8111,3
861,31.23976,121.482648,93,2
862,31.239804,121.545118,625,1
863,31.239862,121.490491,381,3
864,31.24018,121.506063,1393,1
865,31.240405,121.569186,173,6
866,31.240412,121.45723,2718,2
867,31.240478,121.526884,9379,10
868,31.240587,121.402322,2471,5
869,31.240601,121.442307,8460,6
870,31.240661,121.512436,214,3
871,31.240806,121.481992,1207,3
872,31.240865,121.426827,390,5
873,31.240874,121.518086,8284,6
874,31.24098,121.4941,22,0
875,31.241036,121.374063,10459,4
876,31.241084,121.467265,116,5
877,31.241223,121.45891,283,6
878,31.241242,121.517216,3356,5
879,31.241362,121.395822,7674,5
880,31.24143,121.475172,6698,6
881,31.241674,121.485882,165,2
882,31.241739,121.537288,589,2
883,31.241765,121.496726,1674,5
884,31.2419,121.506952,7,0
885,31.242078,121.331128,3889,5
886,31.242132,121.488632,702,2
887,31.242157,121.568785,7173,7
888,31.242261,121.507912,7806,4
889,31.242355,121.490982,90,5
890,31.242365,121.503571,10140,4
891,31.242514,121.493696,6936,3
892,31.242584,121.449606,2733,4
893,31.242706,121.49688,0,0
894,31.242808,121.420927,6712,8
895,31.242841,121.391309,6684,4
896,31.242867,121.490229,2914,3
897,31.242948,121.608734,3840,6
898,31.242991,121.515376,6777,4
899,31.243061,121.517168,262,1
900,31.243213,121.504331,114,6
901,31.243292,121.518833,484,2
902,31.243446,121.675041,5612,4
903,31.243532,121.330166,904,5
904,31.243738,121.475784,204,2
905,31.243869,121.440506,70,3
906,31.243974,121.555758,1722,3
907,31.244229,121.475231,3225,4
908,31.244292,121.495265,5744,3
909,31.24448,121.4294,517,4
910,31.24456,121.5099,6372,3
911,31.244701,121.514543,3089,3
912,31.244859,121.489305,4747,3
913,31.244931,121.50832,4856,6
914,31.245183,121.484965,1000,6
915,31.245242,121.479617,2251,4
916,31.245488,121.513767,3545,1
917,31.245624,121.522839,10409,5
918,31.245814,121.411472,3858,3
919,31.245938,121.422548,43,0
920,31.246059,121.362706,8465,5
921,31.246106,121.443663,7622,5
922,31.246271,121.425156,110,2
923,31.246371,121.513215,3543,1
924,31.24641,121.548541,5186,4
925,31.246512,121.514772,214,3
926,31.24657,121.5091,1170,2
927,31.24672,121.38645,0,0
928,31.246871,121.409978,82,3
929,31.246946,121.513919,1313,5
930,31.247026,121.448423,45,0
931,31.247155,121.23112,8694,7
932,31.247569,121.41575,1430,4
933,31.247688,121.528106,4119,2
934,31.247886,121.391323,11,0
935,31.247971,121.513421,4177,1
936,31.248146,121.441241,5299,4
937,31.24822,121.296297,7448,6
938,31.248429,121.463698,1068,3
939,31.248587,121.277434,14203,5
940,31.248715,121.481228,1519,3
941,31.248866,121.478438,10,0
942,31.249162,121.487899,6804,4
943,31.249356,121.410275,159,2
944,31.249854,121.497793,30,0
945,31.249972,121.422237,457,2
946,31.250145,121.450312,8,0
947,31.250332,121.594504,6383,6
948,31.25037,121.488549,3086,4
949,31.250629,121.598677,0,0
950,31.250734,121.487731,2726,4
951,31.25079,121.48933,2368,6
952,31.250826,121.578689,7216,5
953,31.250986,121.460075,3237,1
954,31.251094,121.416046,18,0
955,31.251211,121.491022,263,1
956,31.251313,121.488307,278,1
957,31.25142,121.449186,181,21
958,31.251614,121.464007,608,2
959,31.251746,121.488779,398,3
960,31.251894,121.464026,5316,4
961,31.252105,121.56398,10303,6
962,31.252264,121.38269,13059,8
963,31.252404,121.435035,10582,6
964,31.252495,121.390194,5285,3
965,31.252686,121.491508,42,0
966,31.252974,121.502684,1514,3
967,31.253206,121.459958,0,0
968,31.253394,121.389864,8836,4
969,31.253467,121.447489,121,1
970,31.253657,121.443859,4331,4
971,31.253808,121.483756,850,2
972,31.254042,121.464758,7079,6
973,31.254124,121.605142,6777,4
974,31.25423,121.461072,1074,5
975,31.254534,121.34772,7716,5
976,31.254745,121.556081,8,0
977,31.25495,121.739898,428,7
978,31.255025,121.199554,4698,4
979,31.255248,121.416487,3146,3
980,31.255293,121.49343,3634,6
981,31.25563,121.508513,5609,4
982,31.255905,121.430231,9014,5
983,31.256071,121.462096,3097,5
984,31.256151,121.557845,5576,3
985,31.256426,121.61001,7825,6
986,31.256559,121.43557,4485,3
987,31.256595,121.493953,317,8
988,31.256767,121.438713,291,4
989,31.256807,121.518545,3661,4
990,31.257553,121.311711,11036,6
991,31.257756,121.601633,7698,3
992,31.258255,121.471554,5742,7
993,31.258361,121.594427,35,0
994,31.258441,121.461361,168,2
995,31.258483,121.368346,192,4
996,31.258629,121.491056,447,2
997,31.258656,121.472538,3616,2
998,31.258677,121.392956,8986,5
999,31.25879,121.627202,3337,1
1000,31.258982,121.494994,1006,2
1001,31.259098,121.373134,466,2
1002,31.259135,121.616618,152,2
1003,31.259319,121.494159,6280,13
1004,31.259633,121.594477,10084,5
1005,31.259763,121.089338,482,4
1006,31.260165,121.541462,6040,4
1007,31.260191,121.617048,132,3
1008,31.260348,121.542138,104,7
1009,31.260429,121.426787,3258,4
1010,31.260555,121.410883,5357,7
1011,31.260715,121.622366,203,5
1012,31.260724,121.469924,17,0
1013,31.260814,121.490337,3202,5
1014,31.260835,121.366953,8148,7
1015,31.260903,121.618966,2154,3
1016,31.261132,121.093167,1995,7
1017,31.26153,121.582783,2,0
1018,31.261655,121.474716,201,7
1019,31.262004,121.350318,5979,4
1020,31.262045,121.446891,1081,5
1021,31.262311,121.449241,85,4
1022,31.262448,121.504717,6270,6
1023,31.262756,121.625447,8765,5
1024,31.262993,121.08814,53,1
1025,31.26338,121.517162,9288,4
1026,31.263574,121.586365,128,4
1027,31.263678,121.468663,3753,4
1028,31.263879,121.49436,2049,1
1029,31.264146,121.532591,10118,4
1030,31.264391,121.519923,713,1
1031,31.264433,121.541398,534,5
1032,31.264503,121.715846,2031,3
1033,31.26484,121.498029,1774,7
1034,31.265,121.48958,9342,5
1035,31.265321,121.503333,6093,6
1036,31.265413,121.564718,14,0
1037,31.265705,121.420959,5619,5
1038,31.265918,121.428644,367,2
1039,31.26604,121.399004,6212,5
1040,31.266232,121.402951,3780,4
1041,31.266413,121.351003,710,5
1042,31.266646,121.609157,145,1
1043,31.266679,121.539067,4380,3
1044,31.266813,121.512658,10939,5
1045,31.267266,121.385292,4786,5
1046,31.26748,121.57859,9339,7
1047,31.267542,121.685192,891,4
1048,31.2676,121.541803,3798,4
1049,31.267673,121.346341,179,1
1050,31.267826,121.521146,3886,2
1051,31.267888,121.46753,134,7
1052,31.268263,121.394134,3473,4
1053,31.268642,121.332479,9248,10
1054,31.268862,121.434292,745,2
1055,31.268894,121.692432,8165,6
1056,31.269517,121.498812,10362,2
1057,31.269535,121.4975,441,1
1058,31.269929,121.453419,5509,9
1059,31.26999,121.472205,0,0
1060,31.270279,121.531241,6851,8
1061,31.270362,121.612773,9025,6
1062,31.270493,121.353356,770,2
1063,31.270626,121.5908,9881,7
1064,31.270809,121.543999,2153,1
1065,31.271455,121.513192,744,4
1066,31.2716,121.465223,5863,4
1067,31.272151,121.375814,8139,5
1068,31.272257,121.513471,1508,2
1069,31.272769,121.57809,1145,1
1070,31.273019,121.307617,10195,11
1071,31.273045,121.546148,6777,7
1072,31.273189,121.472745,85,5
1073,31.273276,121.1303,6903,6
1074,31.273451,121.681542,9055,6
1075,31.273767,121.222048,9859,5
1076,31.273982,121.512661,10759,5
1077,31.27431,121.448589,8466,5
1078,31.274417,121.257132,11166,4
1079,31.274535,121.48034,3617,2
1080,31.274564,121.51979,8728,2
1081,31.275255,121.45991,24,0
1082,31.2754,121.485024,100,3
1083,31.275801,121.484797,1331,3
1084,31.276178,121.553996,7924,9
1085,31.276315,121.564096,2239,2
1086,31.276349,121.39526,4174,5
1087,31.276616,121.593917,665,2
1088,31.276741,121.514196,376,2
1089,31.27688,121.420858,32,0
1090,31.276982,121.460649,9029,7
1091,31.27726,121.460289,610,2
1092,31.277512,121.287969,10309,10
1093,31.277632,121.380997,46,0
1094,31.27795,121.538718,7974,6
1095,31.278028,121.583992,780,7
1096,31.278161,121.486144,683,2
1097,31.278711,121.514214,489,3
1098,31.278808,121.419722,2965,7
1099,31.278997,121.510278,360,3
1100,31.279258,121.474153,65,7
1101,31.279322,121.466136,329,7
1102,31.279618,121.439189,20,0
1103,31.2798,121.459715,3507,3
1104,31.280091,121.519684,285,5
1105,31.280262,121.364633,12644,8
1106,31.280348,121.592755,731,4
1107,31.280452,121.480426,8305,4
1108,31.280867,121.656939,7848,7
1109,31.281567,121.557955,5917,6
1110,31.281772,121.484273,481,5
1111,31.281917,121.435906,4809,4
1112,31.281994,121.631556,3502,1
1113,31.282271,121.524511,10814,4
1114,31.283201,121.665402,5818,5
1115,31.283403,121.541263,4000,4
1116,31.283777,121.379482,9,0
1117,31.28386,121.530324,7480,5
1118,31.284042,121.583676,6909,7
1119,31.284148,121.481157,5072,9
1120,31.284348,121.564303,17,0
1121,31.284675,121.516006,7396,5
1122,31.285059,121.406807,5037,5
1123,31.285418,121.47179,45,0
1124,31.285741,121.626244,10355,6
1125,31.285861,121.507007,6633,5
1126,31.286022,121.497436,12949,7
1127,31.286253,121.531109,280,3
1128,31.286501,121.363758,3979,4
1129,31.286632,121.552094,10641,4
1130,31.287524,121.51338,385,1
1131,31.287632,121.458734,6866,4
1132,31.288044,121.356098,350,1
1133,31.288233,121.304952,4852,4
1134,31.288583,121.428686,3828,4
1135,31.288777,121.390078,6021,4
1136,31.28915,121.229167,1487,6
1137,31.289489,121.341656,4546,3
1138,31.289528,121.412608,35,0
1139,31.289799,121.455117,45,0
1140,31.290434,121.425041,4229,4
1141,31.290758,121.514018,173,2
1142,31.290912,121.498587,285,1
1143,31.29099,121.697503,4316,4
1144,31.291192,121.65263,2004,2
1145,31.291293,121.559335,2491,3
1146,31.291773,121.203129,2269,4
1147,31.292462,121.271212,1753,3
1148,31.292582,121.508354,128,5
1149,31.292699,121.478195,1989,4
1150,31.292717,121.482235,2106,4
1151,31.292867,121.42296,299,3
1152,31.293561,121.362372,3854,6
1153,31.293848,121.528021,2822,1
1154,31.294155,121.418063,5823,5
1155,31.294194,121.316828,6296,5
1156,31.294378,121.567937,2818,3
1157,31.294508,121.537685,7991,3
1158,31.294609,121.526886,8556,3
1159,31.294834,121.431554,3364,4
1160,31.295004,121.516367,758,10
1161,31.295347,121.515155,11299,5
1162,31.295646,121.498045,62,6
1163,31.296226,121.494005,422,32
1164,31.296619,121.497055,491,6
1165,31.297053,121.52596,91,8
1166,31.297281,121.505124,4140,5
1167,31.297689,121.447357,6141,3
1168,31.298177,121.473198,6928,7
1169,31.298668,121.541944,10003,7
1170,31.298752,121.491919,3563,6
1171,31.299183,121.628904,3183,1
1172,31.299291,121.454034,351,1
1173,31.299613,121.442959,31,0
1174,31.299734,121.531717,88,4
1175,31.299799,121.530915,2957,2
1176,31.299874,121.298501,2499,2
1177,31.300084,121.504034,6779,5
1178,31.300338,121.526827,4798,3
1179,31.300493,121.323029,5173,12
1180,31.300693,121.496182,9013,6
1181,31.301024,121.509195,179,1
1182,31.301105,121.430139,1376,2
1183,31.301307,121.33124,7503,8
1184,31.301602,121.487289,9641,7
1185,31.301877,121.353206,7210,5
1186,31.301967,121.515226,161,7
1187,31.302086,121.510034,246,4
1188,31.302355,121.515812,2322,4
1189,31.302901,121.553485,3138,2
1190,31.303333,121.455058,53,2
1191,31.303478,121.55082,5687,3
1192,31.30379,121.455146,179,1
1193,31.303976,121.474504,7799,3
1194,31.304081,121.326517,4441,3
1195,31.304538,121.526838,4251,4
1196,31.304737,121.522227,100,3
1197,31.305114,121.41898,254,5
1198,31.305269,121.397452,8464,2
1199,31.305522,121.483135,8489,5
1200,31.306306,121.28988,2104,4
1201,31.3065,121.429743,2857,4
1202,31.30685,121.519579,2483,4
1203,31.307198,121.511929,10563,6
1204,31.307268,121.521916,12013,10
1205,31.307358,121.524928,35,0
1206,31.307814,121.504168,133,7
1207,31.308192,121.667576,2215,3
1208,31.308523,121.423052,10,0
1209,31.308964,121.403345,4681,3
1210,31.309342,121.580807,1192,3
1211,31.310089,121.640057,1535,2
1212,31.310425,121.439368,513,12
1213,31.311026,121.456026,61,10
1214,31.311405,121.553882,5620,8
1215,31.311763,121.21253,6077,4
1216,31.312069,121.172955,1819,12
1217,31.312192,121.456456,3188,3
1218,31.312494,121.157796,2762,3
1219,31.312825,121.491112,11288,5
1220,31.313065,121.417971,6664,5
1221,31.31394,121.382812,10127,10
1222,31.314038,121.509762,8581,5
1223,31.314136,121.549429,220,5
1224,31.315501,121.535127,3612,2
1225,31.315817,121.359172,1771,4
1226,31.316181,121.405014,6042,4
1227,31.316634,121.657988,420,2
1228,31.317294,121.460019,8045,6
1229,31.317512,121.404518,390,3
1230,31.317624,121.405225,140,11
1231,31.317987,120.619907,702,3
1232,31.318281,121.447698,9579,4
1233,31.318389,121.653955,2539,3
1234,31.318646,121.53899,10396,8
1235,31.318695,121.410448,1221,7
1236,31.319077,121.331853,10022,4
1237,31.319501,121.584673,5100,4
1238,31.320121,121.459018,3161,3
1239,31.320837,121.542217,23,0
1240,31.321039,121.453913,9006,4
1241,31.323091,121.364299,6645,5
1242,31.323457,121.57815,3257,3
1243,31.324066,121.536866,6465,4
1244,31.324464,121.387532,11051,6
1245,31.325382,121.553285,5977,4
1246,31.32589,121.477565,6,0
1247,31.326418,121.501541,2656,5
1248,31.326619,121.493433,2566,4
1249,31.327041,121.661258,2440,3
1250,31.32712,121.254377,7093,5
1251,31.327299,121.452936,6821,4
1252,31.327484,121.406697,7165,6
1253,31.32755,121.15343,853,3
1254,31.328439,121.384246,114,7
1255,31.32899,121.323419,6629,5
1256,31.331055,121.52962,2733,3
1257,31.33167,121.440751,9796,6
1258,31.332113,121.451373,220,6
1259,31.332279,121.286543,408,3
1260,31.333315,121.188402,4784,3
1261,31.334186,121.50238,6657,5
1262,31.334449,121.536876,7612,6
1263,31.335141,121.413142,1538,2
1264,31.337091,121.543621,1959,6
1265,31.337262,121.473928,9421,14
1266,31.337749,121.579688,3516,6
1267,31.338059,121.289933,10425,8
1268,31.33876,121.437747,5392,5
1269,31.339114,121.321261,11979,6
1270,31.3397,121.298473,3872,7
1271,31.340297,121.26652,168,6
1272,31.341175,121.618019,5972,3
1273,31.342336,121.605688,4321,3
1274,31.343106,121.455682,12437,9
1275,31.343386,121.208271,896,7
1276,31.344366,121.51915,1243,4
1277,31.344797,121.500999,866,13
1278,31.346682,121.49352,6400,5
1279,31.348039,121.147744,626,2
1280,31.348473,121.384381,320,2
1281,31.349748,121.506246,4423,5
1282,31.350554,121.391849,61,1
1283,31.351256,121.519123,1890,4
1284,31.352538,121.490272,3092,7
1285,31.353624,121.155902,878,2
1286,31.355364,121.537096,3868,11
1287,31.355737,121.403678,8916,12
1288,31.356238,121.568226,4910,6
1289,31.356868,121.555161,1578,3
1290,31.357773,121.508693,7041,4
1291,31.358732,121.508333,2387,7
1292,31.359311,121.310645,9637,4
1293,31.359987,121.417748,53,4
1294,31.360948,121.595293,5415,2
1295,31.36124,121.451839,5628,3
1296,31.362367,121.461011,113,7
1297,31.364407,121.561457,1608,6
1298,31.365012,121.504701,480,5
1299,31.365913,121.177965,3883,4
1300,31.367392,121.276877,1926,5
1301,31.368461,121.372259,6844,6
1302,31.3691,121.415317,6269,4
1303,31.370336,121.265507,6145,5
1304,31.370457,121.470415,2462,5
1305,31.370992,121.177459,7153,6
1306,31.371694,121.443832,7373,7
1307,31.37219,121.448243,182,2
1308,31.373175,121.438741,3272,2
1309,31.373432,121.490334,4501,2
1310,31.375832,121.389413,69,8
1311,31.376717,121.539395,3190,3
1312,31.378285,121.436137,10365,6
1313,31.379455,121.372876,7581,5
1314,31.380093,121.517779,5313,5
1315,31.381763,121.301878,4642,4
1316,31.382497,121.548578,5819,2
1317,31.382812,121.242351,8373,8
1318,31.383625,121.268069,2066,3
1319,31.384186,121.484871,6004,7
1320,31.385543,121.469415,4109,6
1321,31.387389,121.431922,2247,6
1322,31.38799,121.4952,11069,6
1323,31.389487,121.259676,1530,4
1324,31.39034,121.272165,10195,5
1325,31.391154,121.246483,185,2
1326,31.395438,121.472743,2641,4
1327,31.395845,121.450008,3,0
1328,31.395973,121.258897,4104,3
1329,31.396658,121.496972,8772,9
1330,31.39714,121.507729,1238,2
1331,31.397648,121.28551,3324,2
1332,31.398623,121.409041,903,4
1333,31.400853,121.483671,2711,3
1334,31.402193,121.367083,2224,7
1335,31.402828,121.48779,3496,2
1336,31.40369,121.255993,589,2
1337,31.404925,121.473328,654,7
1338,31.405792,121.489703,2738,4
1339,31.406426,121.476433,7058,4
1340,31.409644,121.303936,4717,3
1341,31.410197,121.500761,4146,2
1342,31.410741,121.442349,3779,4
1343,31.412391,121.491247,50,2
1344,31.41351,121.367585,2107,3
1345,31.414397,121.481621,9377,6
1346,31.415037,121.260851,327,13
1347,31.415595,121.188844,6965,4
1348,31.417324,121.491388,100,2
1349,31.4193,121.285094,3247,2
1350,31.420016,121.44113,4253,6
1351,31.420803,121.280523,2122,3
1352,31.42225,121.355698,2283,5
1353,31.423448,121.433415,11808,8
1354,31.426865,121.351198,1203,3
1355,31.427978,121.433301,5846,3
1356,31.430211,121.28239,3724,3
1357,31.431346,121.222574,4474,5
1358,31.434069,121.448741,5970,3
1359,31.436901,121.294601,1366,2
1360,31.43737,121.432451,5064,2
1361,31.441726,121.246593,1728,3
1362,31.444231,121.225828,344,3
1363,31.450256,121.254671,2006,3
1364,31.453478,121.256429,1948,7
1365,31.456227,121.359857,5817,4
1366,31.456615,121.221022,8040,2
1367,31.459469,121.412299,2995,6
1368,31.462643,121.331794,374,4
1369,31.467705,121.201637,2401,2
1370,31.46933,121.246736,1975,5
1371,31.473557,121.331298,3144,3
1372,31.48259,121.348661,4634,3
1373,31.486771,121.360405,117,17
1374,31.492475,121.328439,833,10
1375,31.497375,121.324955,1,0
1376,31.50595,121.282812,510,2
1377,32.902077,109.42358,5552,3
1378,34.638922,119.467017,6656,3
1379,34.798608,116.090395,1911,3
1380,35.379598,116.072359,8423,15
1381,36.406412,102.003965,9616,5
1382,39.084494,117.236165,2229,4
1383,41.677262,125.960124,218,3
1384,46.247857,128.762232,1518,3
